id,isHigherBetter,metricName,metricValue,createdAt,updatedAt,deletedAt,userId,submissionMethodRefId,submissionTaskRefId,evaluatedAt,notes,standardError,sampleSize,submissionPlatformRefId,qubitCount,circuitDepth,shots,submissionDataSetRefId
1579,t,Qubits,250,2024-02-06 22:49:42.837+00,2024-02-06 22:49:42.837+00,,19,1013,1062,2017-11-29,"",,,,,,,
1578,t,Qubits,120,2024-02-06 22:49:36.293+00,2024-02-06 22:49:36.293+00,,19,1013,1062,2017-11-29,"",,,,,,,
1577,t,Qubits,100,2024-02-06 22:49:24.192+00,2024-02-06 22:49:24.192+00,,19,1013,1062,2017-11-29,"",,,,,,,
1576,f,T-count,7200000,2024-02-06 22:46:22.732+00,2024-02-06 22:46:22.732+00,,19,1012,1061,2018-05-12,"",,,,,,,
1575,t,Qubits,101,2024-02-06 22:46:03.302+00,2024-02-06 22:46:03.302+00,,19,1012,1061,2018-05-12,"",,,,,,,
1574,f,T-count,13000000,2024-02-06 22:45:38.71+00,2024-02-06 22:45:38.71+00,,19,1012,1061,2018-05-12,"",,,,,,,
1573,f,T-count,61000000,2024-02-06 22:44:35.543+00,2024-02-06 22:44:35.543+00,,19,1012,1061,2018-05-12,"",,,,,,,
1572,t,Qubits,131,2024-02-06 22:44:11.749+00,2024-02-06 22:44:11.749+00,,19,1012,1061,2018-05-12,"",,,,,,,
1571,f,T-count,2400000,2024-02-06 22:42:09.425+00,2024-02-06 22:42:09.425+00,,19,1011,1060,2022-11-14,"",,,,,,,
1570,t,Qubits,230,2024-02-06 22:41:37.084+00,2024-02-06 22:41:37.084+00,,19,1011,1060,2022-11-14,"",,,,,,,
1569,f,Toffoli count,1300000,2024-02-06 22:10:23.877+00,2024-02-06 22:10:23.877+00,,19,1010,1059,2019-02-27,"",,,,,,,
1568,f,T-count,92000000,2024-02-06 22:09:53.993+00,2024-02-06 22:09:53.993+00,,19,1010,1059,2019-02-27,"",,,,,,,
1567,t,Qubits,204,2024-02-06 22:09:06.626+00,2024-02-06 22:09:06.626+00,,19,1010,1059,2019-02-27,"",,,,,,,
1566,f,T-count,709999998,2024-02-06 21:56:24.305+00,2024-02-06 21:56:24.305+00,,19,1009,1058,2018-05-09,"",,,,,,,
